form_id,field_name,friendly_name,page,field_type,caption,state_options,xfa_items,max_length,field_flags,access,presence,justification
1040-schedule-b,topmostSubform[0].Page1[0].f1_01[0],name_shown_on_return,1,Text,Name(s) shown on return,,,,8388608,,,Left
1040-schedule-b,topmostSubform[0].Page1[0].f1_02[0],taxpayer_ssn,1,Text,Your social security number,,,11,0,,,Center
1040-schedule-b,topmostSubform[0].Page1[0].Line1_ReadOrder[0].f1_03[0],p1_topmostsubform_0_page1_0_line1_readorder_0_f1_03_0,1,Text,,,,,8388608,,,Left
1040-schedule-b,topmostSubform[0].Page1[0].f1_04[0],p1_topmostsubform_0_page1_0_f1_04_0,1,Text,,,,,8388608,,,Right
1040-schedule-b,topmostSubform[0].Page1[0].f1_05[0],p1_topmostsubform_0_page1_0_f1_05_0,1,Text,,,,,8388608,,,Left
1040-schedule-b,topmostSubform[0].Page1[0].f1_06[0],p1_topmostsubform_0_page1_0_f1_06_0,1,Text,,,,,8388608,,,Right
1040-schedule-b,topmostSubform[0].Page1[0].f1_07[0],p1_topmostsubform_0_page1_0_f1_07_0,1,Text,,,,,8388608,,,Left
1040-schedule-b,topmostSubform[0].Page1[0].f1_08[0],p1_topmostsubform_0_page1_0_f1_08_0,1,Text,,,,,8388608,,,Right
1040-schedule-b,topmostSubform[0].Page1[0].f1_09[0],p1_topmostsubform_0_page1_0_f1_09_0,1,Text,,,,,8388608,,,Left
1040-schedule-b,topmostSubform[0].Page1[0].f1_10[0],p1_topmostsubform_0_page1_0_f1_10_0,1,Text,,,,,8388608,,,Right
1040-schedule-b,topmostSubform[0].Page1[0].f1_11[0],p1_topmostsubform_0_page1_0_f1_11_0,1,Text,,,,,8388608,,,Left
1040-schedule-b,topmostSubform[0].Page1[0].f1_12[0],p1_topmostsubform_0_page1_0_f1_12_0,1,Text,,,,,8388608,,,Right
1040-schedule-b,topmostSubform[0].Page1[0].f1_13[0],p1_topmostsubform_0_page1_0_f1_13_0,1,Text,,,,,8388608,,,Left
1040-schedule-b,topmostSubform[0].Page1[0].f1_14[0],p1_topmostsubform_0_page1_0_f1_14_0,1,Text,,,,,8388608,,,Right
1040-schedule-b,topmostSubform[0].Page1[0].f1_15[0],p1_topmostsubform_0_page1_0_f1_15_0,1,Text,,,,,8388608,,,Left
1040-schedule-b,topmostSubform[0].Page1[0].f1_16[0],p1_topmostsubform_0_page1_0_f1_16_0,1,Text,,,,,8388608,,,Right
1040-schedule-b,topmostSubform[0].Page1[0].f1_17[0],p1_topmostsubform_0_page1_0_f1_17_0,1,Text,,,,,8388608,,,Left
1040-schedule-b,topmostSubform[0].Page1[0].f1_18[0],p1_topmostsubform_0_page1_0_f1_18_0,1,Text,,,,,8388608,,,Right
1040-schedule-b,topmostSubform[0].Page1[0].f1_19[0],p1_topmostsubform_0_page1_0_f1_19_0,1,Text,,,,,8388608,,,Left
1040-schedule-b,topmostSubform[0].Page1[0].f1_20[0],p1_topmostsubform_0_page1_0_f1_20_0,1,Text,,,,,8388608,,,Right
1040-schedule-b,topmostSubform[0].Page1[0].f1_21[0],p1_topmostsubform_0_page1_0_f1_21_0,1,Text,,,,,8388608,,,Left
1040-schedule-b,topmostSubform[0].Page1[0].f1_22[0],p1_topmostsubform_0_page1_0_f1_22_0,1,Text,,,,,8388608,,,Right
1040-schedule-b,topmostSubform[0].Page1[0].f1_23[0],p1_topmostsubform_0_page1_0_f1_23_0,1,Text,,,,,8388608,,,Left
1040-schedule-b,topmostSubform[0].Page1[0].f1_24[0],p1_topmostsubform_0_page1_0_f1_24_0,1,Text,,,,,8388608,,,Right
1040-schedule-b,topmostSubform[0].Page1[0].f1_25[0],p1_topmostsubform_0_page1_0_f1_25_0,1,Text,,,,,8388608,,,Left
