friendly_name,original_field_name,page,field_type,caption,state_options,max_length,access
name_shown_on_return,topmostSubform[0].Page1[0].f1_1[0],1,Text,Name(s) shown on return,,,
taxpayer_ssn,topmostSubform[0].Page1[0].f1_2[0],1,Text,Your social security number,,11,
p1_topmostsubform_0_page1_0_c1_1_0_yes,topmostSubform[0].Page1[0].c1_1[0],1,Button,Yes,1,,
p1_topmostsubform_0_page1_0_c1_1_1_no,topmostSubform[0].Page1[0].c1_1[1],1,Button,No,2,,
p1_topmostsubform_0_page1_0_table_parti_0_row1a_0_f1_3_0,topmostSubform[0].Page1[0].Table_PartI[0].Row1a[0].f1_3[0],1,Text,,,,
p1_topmostsubform_0_page1_0_table_parti_0_row1a_0_f1_4_0,topmostSubform[0].Page1[0].Table_PartI[0].Row1a[0].f1_4[0],1,Text,,,,
p1_topmostsubform_0_page1_0_table_parti_0_row1a_0_f1_5_0,topmostSubform[0].Page1[0].Table_PartI[0].Row1a[0].f1_5[0],1,Text,,,,readOnly
p1_topmostsubform_0_page1_0_table_parti_0_row1a_0_f1_6_0,topmostSubform[0].Page1[0].Table_PartI[0].Row1a[0].f1_6[0],1,Text,,,,
p1_topmostsubform_0_page1_0_table_parti_0_row1b_0_f1_7_0,topmostSubform[0].Page1[0].Table_PartI[0].Row1b[0].f1_7[0],1,Text,,,,
p1_topmostsubform_0_page1_0_table_parti_0_row1b_0_f1_8_0,topmostSubform[0].Page1[0].Table_PartI[0].Row1b[0].f1_8[0],1,Text,,,,
p1_topmostsubform_0_page1_0_table_parti_0_row1b_0_f1_9_0,topmostSubform[0].Page1[0].Table_PartI[0].Row1b[0].f1_9[0],1,Text,,,,
p1_topmostsubform_0_page1_0_table_parti_0_row1b_0_f1_10_0,topmostSubform[0].Page1[0].Table_PartI[0].Row1b[0].f1_10[0],1,Text,,,,
p1_topmostsubform_0_page1_0_table_parti_0_row2_0_f1_11_0,topmostSubform[0].Page1[0].Table_PartI[0].Row2[0].f1_11[0],1,Text,,,,
p1_topmostsubform_0_page1_0_table_parti_0_row2_0_f1_12_0,topmostSubform[0].Page1[0].Table_PartI[0].Row2[0].f1_12[0],1,Text,,,,
p1_topmostsubform_0_page1_0_table_parti_0_row2_0_f1_13_0,topmostSubform[0].Page1[0].Table_PartI[0].Row2[0].f1_13[0],1,Text,,,,
