friendly_name,original_field_name,page,field_type,caption,state_options,max_length,access
p1_topmostsubform_0_page1_0_c1_1_0,topmostSubform[0].Page1[0].c1_1[0],1,Button,,1,,
withholding_agent_name,topmostSubform[0].Page1[0].NameAndAddress[0].f1_1[0],1,Text,Name of withholding agent,,,
p1_employer_identification_number,topmostSubform[0].Page1[0].NameAndAddress[0].f1_2[0],1,Text,Employer identification number,,10,
p1_ch_3_status_code,topmostSubform[0].Page1[0].NameAndAddress[0].f1_3[0],1,Text,Ch. 3 Status Code,,,
p1_ch_4_status_code,topmostSubform[0].Page1[0].NameAndAddress[0].f1_4[0],1,Text,Ch. 4 Status Code,,,
p1_number_and_street_if_a_p_o_box,topmostSubform[0].Page1[0].NameAndAddress[0].f1_5[0],1,Text,"Number and street (If a P.O. box, see instructions.)",,,
p1_room_or_suite_no,topmostSubform[0].Page1[0].NameAndAddress[0].f1_6[0],1,Text,Room or suite no.,,,
taxpayer_city,topmostSubform[0].Page1[0].NameAndAddress[0].f1_7[0],1,Text,City or town,,,
taxpayer_state_province,topmostSubform[0].Page1[0].NameAndAddress[0].f1_8[0],1,Text,State or province,,,
taxpayer_country,topmostSubform[0].Page1[0].NameAndAddress[0].f1_9[0],1,Text,Country,,,
taxpayer_postal_code,topmostSubform[0].Page1[0].NameAndAddress[0].f1_10[0],1,Text,ZIP or foreign postal code,,,
p1_topmostsubform_0_page1_0_c1_2_0,topmostSubform[0].Page1[0].c1_2[0],1,Button,,1,,
p1_enter_date_final_income_paid,topmostSubform[0].Page1[0].f1_11[0],1,Text,Enter date final income paid,,,
p1_topmostsubform_0_page1_0_janfebmarapr_0_jan1_0_f1_12_0,topmostSubform[0].Page1[0].JanFebMarApr[0].Jan1[0].f1_12[0],1,Text,,,,
p1_topmostsubform_0_page1_0_janfebmarapr_0_jan2_0_f1_13_0,topmostSubform[0].Page1[0].JanFebMarApr[0].Jan2[0].f1_13[0],1,Text,,,,
p1_topmostsubform_0_page1_0_janfebmarapr_0_jan3_0_f1_14_0,topmostSubform[0].Page1[0].JanFebMarApr[0].Jan3[0].f1_14[0],1,Text,,,,
p1_topmostsubform_0_page1_0_janfebmarapr_0_jan4_0_f1_15_0,topmostSubform[0].Page1[0].JanFebMarApr[0].Jan4[0].f1_15[0],1,Text,,,,
p1_topmostsubform_0_page1_0_janfebmarapr_0_jantotal_0_f1_16_0,topmostSubform[0].Page1[0].JanFebMarApr[0].JanTotal[0].f1_16[0],1,Text,,,,
p1_topmostsubform_0_page1_0_janfebmarapr_0_feb1_0_f1_17_0,topmostSubform[0].Page1[0].JanFebMarApr[0].Feb1[0].f1_17[0],1,Text,,,,
p1_topmostsubform_0_page1_0_janfebmarapr_0_feb2_0_f1_18_0,topmostSubform[0].Page1[0].JanFebMarApr[0].Feb2[0].f1_18[0],1,Text,,,,
p1_topmostsubform_0_page1_0_janfebmarapr_0_feb3_0_f1_19_0,topmostSubform[0].Page1[0].JanFebMarApr[0].Feb3[0].f1_19[0],1,Text,,,,
p1_topmostsubform_0_page1_0_janfebmarapr_0_feb4_0_f1_20_0,topmostSubform[0].Page1[0].JanFebMarApr[0].Feb4[0].f1_20[0],1,Text,,,,
p1_topmostsubform_0_page1_0_janfebmarapr_0_febtotal_0_f1_21_0,topmostSubform[0].Page1[0].JanFebMarApr[0].FebTotal[0].f1_21[0],1,Text,,,,
p1_topmostsubform_0_page1_0_janfebmarapr_0_mar1_0_f1_22_0,topmostSubform[0].Page1[0].JanFebMarApr[0].Mar1[0].f1_22[0],1,Text,,,,
p1_topmostsubform_0_page1_0_janfebmarapr_0_mar2_0_f1_23_0,topmostSubform[0].Page1[0].JanFebMarApr[0].Mar2[0].f1_23[0],1,Text,,,,
