friendly_name,original_field_name,page,field_type,caption,state_options,max_length,access
name_shown_on_return,topmostSubform[0].Page1[0].f1_1[0],1,Text,Name(s) shown on return,,,
taxpayer_ssn,topmostSubform[0].Page1[0].f1_2[0],1,Text,Your social security number,,11,
p1_topmostsubform_0_page1_0_c1_1_0,topmostSubform[0].Page1[0].c1_1[0],1,Button,,1,,
p1_topmostsubform_0_page1_0_c1_2_0,topmostSubform[0].Page1[0].c1_2[0],1,Button,,1,,
p1_topmostsubform_0_page1_0_parti_0_c1_3_0,topmostSubform[0].Page1[0].PartI[0].c1_3[0],1,Button,,1,,
p1_topmostsubform_0_page1_0_partitable_0_bodyrow1_0_f1_3_0,topmostSubform[0].Page1[0].PartITable[0].BodyRow1[0].f1_3[0],1,Text,,,,
p1_topmostsubform_0_page1_0_partitable_0_bodyrow1_0_colb_0_f1_4_0,topmostSubform[0].Page1[0].PartITable[0].BodyRow1[0].ColB[0].f1_4[0],1,Text,,,,
p1_topmostsubform_0_page1_0_partitable_0_bodyrow1_0_f1_5_0,topmostSubform[0].Page1[0].PartITable[0].BodyRow1[0].f1_5[0],1,Text,,,11,
p1_topmostsubform_0_page1_0_partitable_0_bodyrow1_0_cold_0_c1_4_0_yes,topmostSubform[0].Page1[0].PartITable[0].BodyRow1[0].ColD[0].c1_4[0],1,Button,Yes,1,,
p1_topmostsubform_0_page1_0_partitable_0_bodyrow1_0_cold_0_c1_4_1_no,topmostSubform[0].Page1[0].PartITable[0].BodyRow1[0].ColD[0].c1_4[1],1,Button,No,2,,
p1_topmostsubform_0_page1_0_partitable_0_bodyrow1_0_f1_6_0,topmostSubform[0].Page1[0].PartITable[0].BodyRow1[0].f1_6[0],1,Text,,,,
p1_topmostsubform_0_page1_0_partitable_0_bodyrow2_0_f1_7_0,topmostSubform[0].Page1[0].PartITable[0].BodyRow2[0].f1_7[0],1,Text,,,,
p1_topmostsubform_0_page1_0_partitable_0_bodyrow2_0_colb_0_f1_8_0,topmostSubform[0].Page1[0].PartITable[0].BodyRow2[0].ColB[0].f1_8[0],1,Text,,,,
p1_topmostsubform_0_page1_0_partitable_0_bodyrow2_0_f1_9_0,topmostSubform[0].Page1[0].PartITable[0].BodyRow2[0].f1_9[0],1,Text,,,11,
