form_id,field_name,friendly_name,page,field_type,caption,state_options,xfa_items,max_length,field_flags,access,presence,justification
2441,topmostSubform[0].Page1[0].f1_1[0],name_shown_on_return,1,Text,Name(s) shown on return,,,,8388608,,,Left
2441,topmostSubform[0].Page1[0].f1_2[0],taxpayer_ssn,1,Text,Your social security number,,,11,0,,,Center
2441,topmostSubform[0].Page1[0].c1_1[0],p1_topmostsubform_0_page1_0_c1_1_0,1,Button,,1,1|0|2,,0,,,Left
2441,topmostSubform[0].Page1[0].c1_2[0],p1_topmostsubform_0_page1_0_c1_2_0,1,Button,,1,1|0|2,,0,,,Left
2441,topmostSubform[0].Page1[0].PartI[0].c1_3[0],p1_topmostsubform_0_page1_0_parti_0_c1_3_0,1,Button,,1,1|0|2,,0,,,Left
2441,topmostSubform[0].Page1[0].PartITable[0].BodyRow1[0].f1_3[0],p1_topmostsubform_0_page1_0_partitable_0_bodyrow1_0_f1_3_0,1,Text,,,,,8392704,,,Left
2441,topmostSubform[0].Page1[0].PartITable[0].BodyRow1[0].ColB[0].f1_4[0],p1_topmostsubform_0_page1_0_partitable_0_bodyrow1_0_colb_0_f1_4_0,1,Text,,,,,8392704,,,Left
2441,topmostSubform[0].Page1[0].PartITable[0].BodyRow1[0].f1_5[0],p1_topmostsubform_0_page1_0_partitable_0_bodyrow1_0_f1_5_0,1,Text,,,,11,0,,,Center
2441,topmostSubform[0].Page1[0].PartITable[0].BodyRow1[0].ColD[0].c1_4[0],p1_topmostsubform_0_page1_0_partitable_0_bodyrow1_0_cold_0_c1_4_0_yes,1,Button,Yes,1,1|0,,0,,,Left
2441,topmostSubform[0].Page1[0].PartITable[0].BodyRow1[0].ColD[0].c1_4[1],p1_topmostsubform_0_page1_0_partitable_0_bodyrow1_0_cold_0_c1_4_1_no,1,Button,No,2,2|0,,0,,,Left
2441,topmostSubform[0].Page1[0].PartITable[0].BodyRow1[0].f1_6[0],p1_topmostsubform_0_page1_0_partitable_0_bodyrow1_0_f1_6_0,1,Text,,,,,8388608,,,Right
2441,topmostSubform[0].Page1[0].PartITable[0].BodyRow2[0].f1_7[0],p1_topmostsubform_0_page1_0_partitable_0_bodyrow2_0_f1_7_0,1,Text,,,,,8392704,,,Left
2441,topmostSubform[0].Page1[0].PartITable[0].BodyRow2[0].ColB[0].f1_8[0],p1_topmostsubform_0_page1_0_partitable_0_bodyrow2_0_colb_0_f1_8_0,1,Text,,,,,8392704,,,Left
2441,topmostSubform[0].Page1[0].PartITable[0].BodyRow2[0].f1_9[0],p1_topmostsubform_0_page1_0_partitable_0_bodyrow2_0_f1_9_0,1,Text,,,,11,0,,,Center
2441,topmostSubform[0].Page1[0].PartITable[0].BodyRow2[0].ColD[0].c1_5[0],p1_topmostsubform_0_page1_0_partitable_0_bodyrow2_0_cold_0_c1_5_0_yes,1,Button,Yes,1,1|0,,0,,,Left
2441,topmostSubform[0].Page1[0].PartITable[0].BodyRow2[0].ColD[0].c1_5[1],p1_topmostsubform_0_page1_0_partitable_0_bodyrow2_0_cold_0_c1_5_1_no,1,Button,No,2,2|0,,0,,,Left
2441,topmostSubform[0].Page1[0].PartITable[0].BodyRow2[0].f1_10[0],p1_topmostsubform_0_page1_0_partitable_0_bodyrow2_0_f1_10_0,1,Text,,,,,8388608,,,Right
2441,topmostSubform[0].Page1[0].PartITable[0].BodyRow3[0].f1_11[0],p1_topmostsubform_0_page1_0_partitable_0_bodyrow3_0_f1_11_0,1,Text,,,,,8392704,,,Left
2441,topmostSubform[0].Page1[0].PartITable[0].BodyRow3[0].ColB[0].f1_12[0],p1_topmostsubform_0_page1_0_partitable_0_bodyrow3_0_colb_0_f1_12_0,1,Text,,,,,8392704,,,Left
2441,topmostSubform[0].Page1[0].PartITable[0].BodyRow3[0].f1_13[0],p1_topmostsubform_0_page1_0_partitable_0_bodyrow3_0_f1_13_0,1,Text,,,,11,0,,,Center
2441,topmostSubform[0].Page1[0].PartITable[0].BodyRow3[0].ColD[0].c1_6[0],p1_topmostsubform_0_page1_0_partitable_0_bodyrow3_0_cold_0_c1_6_0_yes,1,Button,Yes,1,1|0,,0,,,Left
