friendly_name,original_field_name,page,field_type,caption,state_options,max_length,access
p1_name_s_of_proprietor_s,topmostSubform[0].Page1[0].f1_01[0],1,Text,Name(s) of proprietor(s),,,
taxpayer_ssn,topmostSubform[0].Page1[0].f1_02[0],1,Text,Your social security number,,11,
p1_topmostsubform_0_page1_0_f1_03_0,topmostSubform[0].Page1[0].f1_03[0],1,Text,,,,
p1_topmostsubform_0_page1_0_f1_04_0,topmostSubform[0].Page1[0].f1_04[0],1,Text,,,,
p1_topmostsubform_0_page1_0_f1_05_0,topmostSubform[0].Page1[0].f1_05[0],1,Text,%,,,
p1_hr,topmostSubform[0].Page1[0].f1_06[0],1,Text,hr.,,,
p1_hr_2,topmostSubform[0].Page1[0].f1_07[0],1,Text,hr.,,,
p1_topmostsubform_0_page1_0_f1_08_0,topmostSubform[0].Page1[0].f1_08[0],1,Text,.,,,
p1_topmostsubform_0_page1_0_f1_09_0,topmostSubform[0].Page1[0].f1_09[0],1,Text,%,,,
p1_topmostsubform_0_page1_0_line8_readorder_0_f1_10_0,topmostSubform[0].Page1[0].Line8_ReadOrder[0].f1_10[0],1,Text,,,,
p1_topmostsubform_0_page1_0_table_lines9_12_0_line9_0_f1_11_0,topmostSubform[0].Page1[0].Table_Lines9-12[0].Line9[0].f1_11[0],1,Text,,,,
p1_topmostsubform_0_page1_0_table_lines9_12_0_line9_0_f1_12_0,topmostSubform[0].Page1[0].Table_Lines9-12[0].Line9[0].f1_12[0],1,Text,,,,
p1_topmostsubform_0_page1_0_table_lines9_12_0_line10_0_f1_13_0,topmostSubform[0].Page1[0].Table_Lines9-12[0].Line10[0].f1_13[0],1,Text,,,,
p1_topmostsubform_0_page1_0_table_lines9_12_0_line10_0_f1_14_0,topmostSubform[0].Page1[0].Table_Lines9-12[0].Line10[0].f1_14[0],1,Text,,,,
p1_topmostsubform_0_page1_0_table_lines9_12_0_line11_0_f1_15_0,topmostSubform[0].Page1[0].Table_Lines9-12[0].Line11[0].f1_15[0],1,Text,,,,
p1_topmostsubform_0_page1_0_table_lines9_12_0_line11_0_f1_16_0,topmostSubform[0].Page1[0].Table_Lines9-12[0].Line11[0].f1_16[0],1,Text,,,,
p1_topmostsubform_0_page1_0_table_lines9_12_0_line12_0_f1_17_0,topmostSubform[0].Page1[0].Table_Lines9-12[0].Line12[0].f1_17[0],1,Text,,,,
p1_topmostsubform_0_page1_0_table_lines9_12_0_line12_0_f1_18_0,topmostSubform[0].Page1[0].Table_Lines9-12[0].Line12[0].f1_18[0],1,Text,,,,
p1_topmostsubform_0_page1_0_f1_19_0,topmostSubform[0].Page1[0].f1_19[0],1,Text,,,,
p1_topmostsubform_0_page1_0_f1_20_0,topmostSubform[0].Page1[0].f1_20[0],1,Text,,,,
